3.6, 0.36, 0, 0, 0.1, 0
3.65, 0.365, 0, 0, 0.1, 0
3.7, 0.37, 0, 0, 0.1, 0
3.75, 0.375, 0, 0, 0.1, 0
3.8, 0.38, 0, 0, 0.1, 0
3.85, 0.385, 0, 0, 0.1, 0
3.9, 0.39, 0, 0, 0.1, 0
3.95, 0.395, 0, 0, 0.1, 0
4, 0.4, 0, 0, 0.1, 0
4.05, 0.405, 0, 0, 0.1, 0
4.1, 0.41, 0, 0, 0.1, 0
4.15, 0.415, 0, 0, 0.1, 0
4.2, 0.42, 0, 0, 0.1, 0
4.25, 0.425, 0, 0, 0.1, 0
4.3, 0.43, 0, 0, 0.1, 0
4.35, 0.435, 0, 0, 0.1, 0
4.4, 0.44, 0, 0, 0.1, 0
4.45, 0.445, 0, 0, 0.1, 0
4.5, 0.45, 0, 0, 0.1, 0
4.55, 0.455, 0, 0, 0.1, 0
4.6, 0.46, 0, 0, 0.1, 0
4.65, 0.465, 0, 0, 0.1, 0
4.7, 0.47, 0, 0, 0.1, 0
4.75, 0.475, 0, 0, 0.1, 0
4.8, 0.48, 0, 0, 0.1, 0
4.85, 0.485, 0, 0, 0.1, 0
4.9, 0.49, 0, 0, 0.1, 0
4.95, 0.495, 0, 0, 0.1, 0
5, 0.5, 0, 0, 0.1, 0
5.05, 0.505, 0, 0, 0.1, 0
5.1, 0.51, 0, 0, 0.1, 0
5.15, 0.515, 0, 0, 0.1, 0
5.2, 0.52, 0, 0, 0.1, 0
5.25, 0.525, 0, 0, 0.1, 0
5.3, 0.53, 0, 0, 0.1, 0
5.35, 0.535, 0, 0, 0.1, 0
5.4, 0.54, 0, 0, 0.1, 0
5.45, 0.545, 0, 0, 0.1, 0
5.5, 0.55, 0, 0, 0.1, 0
5.55, 0.555, 0, 0, 0.1, 0
5.6, 0.56, 0, 0, 0.1, 0
5.65, 0.565, 0, 0, 0.1, 0
5.7, 0.57, 0, 0, 0.1, 0
5.75, 0.575, 0, 0, 0.1, 0
5.8, 0.58, 0, 0, 0.1, 0
5.85, 0.585, 0, 0, 0.1, 0
5.9, 0.59, 0, 0, 0.1, 0
5.95, 0.595, 0, 0, 0.1, 0
6, 0.6, 0, 0, 0.1, 0
6.05, 0.605, 0, 0, 0.1, 0
6.1, 0.61, 0, 0, 0.1, 0
6.15, 0.615, 0, 0, 0.1, 0
6.2, 0.62, 0, 0, 0.1, 0
6.25, 0.625, 0, 0, 0.1, 0
6.3, 0.63, 0, 0, 0.1, 0
6.35, 0.635, 0, 0, 0.1, 0
6.4, 0.64, 0, 0, 0.1, 0
6.45, 0.645, 0, 0, 0.1, 0
6.5, 0.65, 0, 0, 0.1, 0
6.55, 0.655, 0, 0, 0.1, 0
6.6, 0.66, 0, 0, 0.1, 0
6.65, 0.665, 0, 0, 0.1, 0
6.7, 0.67, 0, 0, 0.1, 0
6.75, 0.675, 0, 0, 0.1, 0
6.8, 0.68, 0, 0, 0.1, 0
6.85, 0.685, 0, 0, 0.1, 0
6.9, 0.69, 0, 0, 0.1, 0
6.95, 0.695, 0, 0, 0.1, 0
7, 0.7, 0, 0, 0.1, 0
7.05, 0.705, 0, 0, 0.1, 0
7.1, 0.71, 0, 0, 0.1, 0
7.15, 0.715, 0, 0, 0.1, 0
7.2, 0.72, 0, 0, 0.1, 0
7.25, 0.725, 0, 0, 0.1, 0
7.3, 0.73, 0, 0, 0.1, 0
7.35, 0.735, 0, 0, 0.1, 0
7.4, 0.74, 0, 0, 0.1, 0
7.45, 0.745, 0, 0, 0.1, 0
7.5, 0.75, 0, 0, 0.1, 0
7.55, 0.755, 0, 0, 0.1, 0
7.6, 0.76, 0, 0, 0.1, 0
7.65, 0.765, 0, 0, 0.1, 0
7.7, 0.77, 0, 0, 0.1, 0
7.75, 0.775, 0, 0, 0.1, 0
7.8, 0.78, 0, 0, 0.1, 0
7.85, 0.785, 0, 0, 0.1, 0
7.9, 0.79, 0, 0, 0.1, 0
7.95, 0.795, 0, 0, 0.1, 0
8, 0.8, 0, 0, 0.1, 0
8.05, 0.805, 0, 0, 0.1, 0
8.1, 0.81, 0, 0, 0.1, 0
8.15, 0.815, 0, 0, 0.1, 0
8.2, 0.82, 0, 0, 0.1, 0
8.25, 0.825, 0, 0, 0.1, 0
8.3, 0.83, 0, 0, 0.1, 0
8.35, 0.835, 0, 0, 0.1, 0
8.4, 0.84, 0, 0, 0.1, 0
8.45, 0.845, 0, 0, 0.1, 0
8.5, 0.85, 0, 0, 0.1, 0
8.55, 0.855, 0, 0, 0.1, 0
8.6, 0.86, 0, 0, 0.1, 0
8.65, 0.865, 0, 0, 0.1, 0
8.7, 0.87, 0, 0, 0.1, 0
8.75, 0.875, 0, 0, 0.1, 0
8.8, 0.88, 0, 0, 0.1, 0
8.85, 0.885, 0, 0, 0.1, 0
8.9, 0.89, 0, 0, 0.1, 0
8.95, 0.895, 0, 0, 0.1, 0
9, 0.9, 0, 0, 0.1, 0
9.05, 0.905, 0, 0, 0.1, 0
9.1, 0.91, 0, 0, 0.1, 0
9.15, 0.915, 0, 0, 0.1, 0
9.2, 0.92, 0, 0, 0.1, 0
9.25, 0.925, 0, 0, 0.1, 0
9.3, 0.93, 0, 0, 0.1, 0
9.35, 0.935, 0, 0, 0.1, 0
9.4, 0.94, 0, 0, 0.1, 0
9.45, 0.945, 0, 0, 0.1, 0
9.5, 0.95, 0, 0, 0.1, 0
9.55, 0.955, 0, 0, 0.1, 0
9.6, 0.96, 0, 0, 0.1, 0
9.65, 0.965, 0, 0, 0.1, 0
9.7, 0.97, 0, 0, 0.1, 0
9.75, 0.975, 0, 0, 0.1, 0
9.8, 0.98, 0, 0, 0.1, 0
9.85, 0.985, 0, 0, 0.1, 0
9.9, 0.99, 0, 0, 0.1, 0
9.95, 0.995, 0, 0, 0.1, 0
10, 1, 0, 0, 0.1, 0
